,Roundness
101816.0,5.961392591545017
101848.0,8.366269259487629
101854.0,5.146238519197896
101858.0,6.529138756736848
101875.0,5.872613112976981
101893.0,8.692804785138314
101941.0,5.408811338449496
101943.0,5.317891811359116
101955.0,5.101790919452168
101971.0,5.402937054638001
101980.0,7.901919674002206
101991.0,5.352580116756751
101995.0,9.008843883669043
101997.0,7.249585014424667
102000.0,7.695381691377072
102015.0,6.15890838999098
102021.0,7.6725754813558815
102027.0,6.845989719062359
102040.0,5.460862710844112
102046.0,5.207281724175278
102047.0,5.341066151020451
102113.0,7.571861861571559
102115.0,5.711624007117832
102159.0,5.527344189594753
102174.0,5.982935921546745
102176.0,7.17924966510043
102182.0,5.669128832065744
102243.0,10.326430895067723
102260.0,5.287918153121264
102271.0,5.183599141628875
102295.0,5.9425645121564274
102328.0,5.814121770378112
102347.0,6.844875892821577
102371.0,5.404599042494882
102391.0,5.551747137646681
102402.0,5.555706000760666
102406.0,6.356331004343354
102407.0,5.122101277189748
102422.0,5.652733571836147
102433.0,5.0299399921503385
102471.0,5.542870726825683
102474.0,9.574849716980937
102481.0,5.11069986423841
102513.0,7.5375737730062955
102556.0,5.468175362365073
102595.0,5.362959659781541
102602.0,5.435913418997601
102616.0,5.218058817927788
102642.0,5.661171181106076
102649.0,5.511165521971229
102657.0,6.322448813295023
102699.0,6.388145860621813
102701.0,5.679888207134385
102729.0,6.957442327188815
102731.0,7.08884301145116
102735.0,6.018944534686183
102742.0,5.127056751404308
102743.0,5.076824837159267
102765.0,5.860539891328929
102770.0,8.073082202829006
102799.0,5.466297260375528
102804.0,5.707617245812636
102808.0,5.220108558392338
102812.0,5.892255585896283
102822.0,5.2602063476551155
102834.0,5.70285307560036
102839.0,5.732688509316641
102843.0,5.399913247545575
102863.0,6.152497246291834
102871.0,6.9024302030942986
102874.0,7.180596709197152
102919.0,5.328768817031968
102928.0,6.71921328111767
102933.0,5.30014502304034
102964.0,6.335858009160719
102974.0,7.523870515966928
102977.0,6.069273709314637
102982.0,6.674394219804904
102990.0,5.2739756766015855
102998.0,5.413257013468016
103019.0,5.786231723979712
103037.0,5.28907685494261
103040.0,6.91602182096382
103072.0,5.821047443370861
103075.0,5.471552309888796
103132.0,7.400078516373083
103159.0,5.982803027464859
103167.0,5.866712114858914
103191.0,5.628832861862409
103224.0,5.257837634044021
103233.0,5.444561528681082
103246.0,6.034015227526997
103255.0,12.110242026931749
103260.0,5.485340607761938
103318.0,7.423289531369811
103323.0,5.389630260914086
103348.0,11.511383447048562
103353.0,5.25709839054531
103354.0,5.062989033679119
103356.0,4.28712801738982
103373.0,5.961284894075339
103386.0,5.406734422638062
103393.0,6.162861494695056
103444.0,6.250194831348212
103445.0,5.3878941127236555
103491.0,6.506589032693011
103500.0,5.364147835578045
103503.0,6.577989518215582
103520.0,5.678582323823386
103523.0,5.34244162171559
103533.0,6.5764557550637965
103547.0,8.30379092586956
103561.0,5.223585113924531
103577.0,5.177117298936238
103592.0,6.814707078699983
103610.0,5.446276463608216
103626.0,7.19687582550172
103645.0,5.36070066743272
103646.0,5.8481048849722645
103707.0,6.0566377730151135
103718.0,5.4542167038292995
103731.0,5.7202871805186035
103750.0,5.706649634419266
103751.0,5.515894039648303
103754.0,9.135435018843449
103758.0,5.343126471717325
103769.0,6.1076714224127615
103787.0,7.736002849449743
103818.0,5.210568498692375
103819.0,5.211923549347205
103824.0,5.3726734207608935
103882.0,5.696968066494206
103900.0,5.235771978332326
103902.0,5.354462348283208
103904.0,5.581567945619482
103907.0,6.183913192146899
103950.0,5.34084062856148
103955.0,5.7482585140882385
103974.0,6.024172940835109
103979.0,6.417282228407675
103999.0,6.7363542151182285
104001.0,5.225394372139654
104008.0,7.753284486236334
104020.0,5.253770243585115
104040.0,5.606369880113551
104041.0,5.794901720910004
104096.0,5.52085418986146
104110.0,5.797722109868534
104131.0,5.747707752687351
104141.0,6.209885741317233
104143.0,5.764755935692531
104159.0,5.856678869403165
104173.0,5.361634809367483
104196.0,5.815760667527954
104212.0,6.26187391520886
104216.0,6.443845175469764
104222.0,6.187419708403918
104234.0,5.5384952688726745
104243.0,5.726669923293074
104253.0,5.489897982568093
104267.0,8.51886963969169
104268.0,6.735342485579177
104279.0,5.3027622040300315
104281.0,5.595436112618144
104287.0,7.227511153340769
104310.0,5.637856631989115
104314.0,5.284102498927361
104317.0,5.759732638966715
104354.0,7.810700796483298
104365.0,5.767592485660496
104387.0,5.5374768830561765
104389.0,6.58789188442819
104398.0,10.675820398379582
104414.0,5.858413730102027
104420.0,6.204852687824781
104422.0,6.68630817205439
104440.0,5.51686438629346
104460.0,6.242536078538073
104478.0,5.273828352713249
104516.0,5.5941245708264065
104536.0,5.31083571645853
104540.0,6.551420939388317
104589.0,6.447031054408698
104602.0,5.6435851112467255
104608.0,5.801484168744955
104610.0,9.343574084998641
104611.0,5.846980336904453
104612.0,5.361439416090378
104624.0,6.20910674958655
104703.0,5.61571259643066
104709.0,5.358590797399551
104721.0,6.827452548968768
104723.0,7.900494363525491
104751.0,5.319110851184908
104764.0,5.440018107405658
104769.0,5.632760882176937
104784.0,6.270603625525404
104788.0,5.618717156745786
104819.0,6.626190950011458
104830.0,7.144513125891819
104920.0,5.775922673727619
104929.0,5.573449357694925
104934.0,5.98673676411201
104962.0,7.0738896497529655
104977.0,4.070920307314786
104988.0,7.029105086279034
104991.0,5.312396010649059
105009.0,5.775469427022476
105014.0,5.557560799738982
105020.0,5.69845435380069
105028.0,6.3773258187499735
105056.0,5.522072609378016
105069.0,8.713155775966035
105070.0,6.153252954196095
105082.0,5.498262357774531
105088.0,5.8286176129803415
105092.0,5.367591068227679
105117.0,5.644558241952846
105165.0,5.673833707412595
105201.0,6.421500395771072
105216.0,5.253024562939263
105218.0,5.32945821791528
105221.0,5.629493939038296
105257.0,5.354825600537881
105258.0,6.456039842482342
105279.0,5.2615804968441795
105314.0,6.2765631459983
105331.0,6.070743858073958
105334.0,6.25403097079592
105354.0,5.6995252620182235
105364.0,5.86977785489743
105365.0,6.381902227583428
105381.0,9.770133623053818
105417.0,5.997496917263678
105447.0,5.2648311560552035
105459.0,5.999330636529279
105497.0,5.393675731971706
105500.0,7.201615921275778
105507.0,5.388440820560257
105513.0,9.085498225124029
105529.0,5.871637506257089
105539.0,5.419497078425464
105541.0,5.191630506613898
105572.0,5.571502198983185
105576.0,5.880061855839708
105581.0,5.353380432458015
105613.0,5.6573581345085
105631.0,5.790643954001687
105648.0,6.1238398739914635
105653.0,5.418734025974103
105700.0,5.299324210904259
105743.0,6.59509914598646
105755.0,5.612474102924674
105757.0,5.181861726044751
105758.0,6.507031756731994
105762.0,5.955714223364395
105764.0,6.529088769309403
105772.0,5.7370122726990544
105774.0,5.6442111134461115
105787.0,5.438559435339053
105797.0,5.288086499580714
105846.0,5.603593677039223
105868.0,5.224971138624439
105870.0,5.653192184142859
105879.0,5.122547279338273
105881.0,5.4952635193042525
105900.0,5.475028277364986
105902.0,8.38270446277327
105925.0,5.215344459792819
105940.0,9.615573603775534
105973.0,5.327962196865481
105983.0,5.260051112860257
105984.0,5.098403759126521
105986.0,5.161041305191683
105991.0,4.841838050345582
106000.0,7.913034178565976
106018.0,6.644484640093499
106028.0,5.04359078105788
106039.0,5.033565377950113
106040.0,5.608835945948903
106044.0,7.15710174906653
106049.0,6.811791318967235
106059.0,5.520323711346884
106079.0,5.295889215121788
106105.0,5.534722739397135
106124.0,5.361008609411211
106147.0,5.051897066251359
106165.0,6.780731413536399
106170.0,5.485233235797424
106176.0,8.140261433756901
106199.0,8.397958818801598
106205.0,5.859014192584074
106206.0,5.718641406033392
106230.0,5.512019445822514
106263.0,5.424725542191658
106275.0,5.3205052758167435
106298.0,7.274964504224226
106355.0,5.177392491472971
106357.0,5.75669869589752
106388.0,5.197087733572719
106390.0,5.724526472127209
106409.0,6.087950627334082
106429.0,6.702570377322876
106432.0,7.496007189982535
106463.0,5.215741483065141
106471.0,5.587995035546314
106499.0,6.98166857601894
106514.0,7.7595610898561205
106544.0,5.748897312979658
106612.0,5.306234535465305
106621.0,5.943563604729797
106646.0,5.989584394619211
106652.0,5.948072248611827
106664.0,5.992281944078729
106670.0,6.259105906320507
106689.0,5.434452649563192
106694.0,5.390435573464236
106705.0,6.768880070400906
106725.0,11.539087961418621
106739.0,7.44476613524403
106749.0,6.13353970748955
106773.0,5.387838445020261
106777.0,5.37062861784356
106781.0,5.596586157843844
106784.0,5.354767542131866
106788.0,9.90078570336375
106800.0,5.270035922545094
106803.0,5.229418952124373
106812.0,6.176202289489732
106819.0,5.862783192783682
106829.0,5.354719399498651
106841.0,5.594880239338284
106882.0,6.606668187835968
106885.0,5.683033208288604
106886.0,5.952789019761217
106896.0,5.340218265390405
106919.0,5.76933781281722
106923.0,5.649917046209586
106931.0,6.08688452186807
106944.0,6.118736363809821
106973.0,5.345768479972693
106986.0,8.84140813852034
107012.0,5.171887511354962
107019.0,5.30691724285382
107055.0,5.562277170413098
107064.0,5.41990876734541
107084.0,5.019781943463174
107106.0,5.415628990997221
107117.0,8.231095341365828
107143.0,5.880356318447923
107159.0,6.26201062464787
107193.0,5.503677379596438
107197.0,9.0093559261014
107202.0,7.558550771952123
107229.0,5.610497993886958
107231.0,8.07109540123202
107261.0,5.3892262334669825
107268.0,6.29986215895093
107272.0,5.546127182684492
107290.0,5.257861223443047
107298.0,5.467934017838835
107314.0,7.1053201869164635
107355.0,5.911607810149935
107374.0,5.539638466960785
107379.0,6.2572797076087685
107383.0,9.607397953809864
107388.0,7.575835828818404
107394.0,5.60860060743943
107403.0,5.756477074978298
107406.0,5.653573524149569
107415.0,7.415306803622257
107422.0,8.571555616220028
107434.0,7.924626346719043
107435.0,5.563522665666554
107454.0,8.993475742135445
107461.0,6.304103437737158
107466.0,9.459605851645202
107480.0,5.510800326669451
107496.0,6.516171331981212
107510.0,6.380777306027444
107517.0,5.738858857826723
107521.0,5.7072250381065235
107524.0,6.751479090606143
107527.0,5.413588295681785
107539.0,5.138699796444415
107553.0,5.656393989566678
107555.0,5.772589325547165
107559.0,6.656576333982954
107560.0,7.008536616175035
107562.0,5.719978744007935
107563.0,5.2966251710344645
107573.0,5.413697327521253
107576.0,5.124367679772137
107583.0,9.557984391925023
107593.0,5.599049947027123
107597.0,8.367084234568926
107606.0,5.431014002411991
107608.0,5.513043308508335
107610.0,5.193483992052826
107613.0,6.753429616805452
107616.0,5.1419940513417135
107619.0,4.902726149661288
107627.0,6.471140858470248
107629.0,6.992427999225779
107631.0,5.683946302050153
107660.0,5.93255850347558
107688.0,5.1588676091537815
107692.0,5.4862120652494974
107709.0,5.604540135995289
107720.0,7.81754815057211
107736.0,5.962646433643811
107745.0,5.453467380042607
107747.0,5.7131031388519675
107794.0,6.621302901413852
107810.0,8.29783977300068
107823.0,5.097970064660129
107828.0,6.627238895268409
107831.0,5.504698734213287
107849.0,5.417296210414002
107859.0,6.921169626629961
107888.0,5.72012741611982
107943.0,5.51460298757203
107946.0,8.515840535467948
107951.0,5.328948153855752
107954.0,5.06592684684541
107961.0,5.50957487303344
107966.0,5.65932276152343
107967.0,5.386332801212111
107972.0,5.459075352232752
107975.0,5.109084648005456
107985.0,6.892343835478073
107987.0,5.85083320028073
108012.0,6.027670326624329
108017.0,6.645083282660349
108038.0,5.755162102295496
108041.0,6.806396672239549
108051.0,5.41644110941366
108066.0,5.213136527796852
108088.0,5.980243602562656
108103.0,5.560609295031306
108105.0,6.739031341697916
108111.0,5.689690189313822
108146.0,5.635759780601571
108160.0,5.836264907775868
108182.0,5.477931583615504
108195.0,5.560125226485152
108207.0,5.278371433323402
108225.0,6.131355110208853
108251.0,5.449936219232594
108272.0,5.560288383082877
108305.0,5.507620831787207
108326.0,9.157539152499558
108481.0,6.613947192311153
108497.0,5.343099017050475
108507.0,5.409428949807909
108545.0,5.202749826984679
108551.0,5.536282097961572
108574.0,5.978919709028717
108580.0,5.385544954573912
108584.0,7.899084400110343
108601.0,5.182757087494353
108608.0,6.8572506149562935
108624.0,5.510504958913201
108642.0,5.784759328478561
108645.0,8.183733664877797
108649.0,5.147983864918274
108661.0,5.640383986774601
108672.0,5.1433424624715895
108692.0,6.256870857967617
108715.0,9.530934947573904
108717.0,5.348634506635955
108742.0,7.869373658539497
108757.0,5.253360605964016
108764.0,5.592411061123275
108772.0,5.335828750524444
108779.0,5.6776189674059045
108786.0,4.423169637284949
108914.0,5.302148741695403
108917.0,5.338549348285791
108920.0,5.643413154573446
108928.0,5.785997003587368
108929.0,5.3913304194141825
108947.0,5.844212482485004
108952.0,7.196683597517559
108959.0,7.603301182078514
108961.0,5.432237928361793
108979.0,7.619155943699747
108985.0,5.510976892192976
108988.0,5.5527445948058585
108991.0,6.308299899671439
108994.0,5.156437701757786
109011.0,6.775518757852839
109033.0,6.794484400831069
109074.0,6.5687794985962356
109083.0,5.460729548280238
109096.0,7.137182363109917
109098.0,5.10086400118418
109112.0,5.676337171177075
109124.0,5.407606757461122
109127.0,5.309960433066859
109132.0,5.3100282543395725
109135.0,6.492664066907631
109155.0,5.726682460423645
109180.0,5.054010955015636
109215.0,9.462823678619795
109255.0,5.674638428481881
109266.0,7.487408870999343
109282.0,6.029803623235608
109292.0,5.038940472795398
109330.0,5.536815706426019
109333.0,11.363963453464306
109360.0,5.287784118546021
109361.0,5.170515036968807
109366.0,8.649199347185588
109380.0,5.947455820006976
109402.0,5.593752704402486
109404.0,5.221838086742988
109414.0,6.201155661578995
109422.0,5.723935089704546
109449.0,7.574457580118885
109509.0,6.292292632063579
109529.0,5.2823541385732575
109568.0,5.930285596334776
109595.0,5.113189137224026
109623.0,5.677573257719894
109629.0,7.14045683109223
109630.0,5.3443380961460445
109682.0,5.735158126999076
109688.0,5.600571644968642
109699.0,6.199605958997542
109715.0,6.654097503763012
109718.0,8.699190650418991
109727.0,6.10956298585364
109740.0,5.668684141475539
109744.0,5.7250344118952325
109750.0,4.874759603041192
109772.0,5.323605628800574
109780.0,5.696667340826815
109827.0,5.566251700325991
109868.0,5.739142758391719
109879.0,5.929234591668689
109885.0,5.565955019944047
109888.0,5.249302782604394
109946.0,6.231341608166816
109977.0,5.5205359189336765
110034.0,5.493028313503827
110063.0,4.914845414278692
110074.0,5.4711656515179925
110076.0,5.33885507795575
110109.0,5.364570606919538
110118.0,6.170036487240568
110121.0,5.57695294158263
110129.0,5.54164925699199
110139.0,5.229094136223617
110149.0,5.899426234459258
110178.0,5.6934616650771
110195.0,5.5012159168565775
110217.0,9.81248201087099
110250.0,6.94899353565058
110285.0,5.833317277969067
110306.0,6.776181814763532
110313.0,5.635772220147129
110339.0,5.470725851954887
110348.0,6.526388025872272
110349.0,5.2801754095959765
110364.0,5.2595620052147485
110370.0,6.09611660812593
110375.0,6.27415034282017
110384.0,5.3983067329070895
110388.0,5.659119825448413
110389.0,5.932277751761824
110404.0,9.363629297863175
110411.0,6.238384622263282
110429.0,5.51230775111076
110465.0,5.787509626048183
110466.0,8.901401331952048
110480.0,5.482022059255928
110521.0,6.944294469420294
110528.0,4.959366006897849
110538.0,5.434907848594919
110566.0,5.775025518876833
110596.0,5.245801383846527
110619.0,5.550502508493685
110633.0,5.434559032406183
110636.0,6.503198868410859
110676.0,5.842556911353504
110678.0,7.144325359934529
110695.0,5.2146376848510245
110707.0,5.588774577630783
110710.0,6.414642475025062
110713.0,6.8746405910503645
110719.0,5.118875510746177
110746.0,5.578619304286404
110763.0,6.161425248230277
110789.0,5.0779351674555535
110805.0,5.476764223647286
110808.0,8.642762235886513
110821.0,5.294559745355155
110837.0,5.359447915663244
110844.0,6.293255018853866
110858.0,5.226450304529538
110887.0,5.075804833217956
110923.0,5.580614795043431
110964.0,5.830828165980799
110966.0,5.269824059784964
111022.0,5.256140627047955
111038.0,5.588107353009155
111121.0,6.525843943491153
111123.0,6.82198775525416
111125.0,7.244841334897012
111141.0,5.808030838945749
111142.0,5.192508822134969
111149.0,5.777944359004496
111175.0,5.299984600636907
111182.0,6.647538548275266
111207.0,5.2414316485438555
111223.0,5.3884289058254815
111240.0,5.406713335216807
111245.0,5.427783255510383
111259.0,6.019820841985264
111266.0,5.39844891774315
111274.0,5.796807194510843
111286.0,6.215865977026261
111298.0,5.408239669829479
111302.0,6.87887762400799
111305.0,5.337145739995231
111312.0,10.333326480114966
111383.0,5.57864386805534
111398.0,5.359898944605205
111399.0,5.295730526342428
111411.0,5.204217511694649
111417.0,5.34781771502322
111428.0,5.392877209100328
111481.0,5.3028266851367185
111484.0,13.130616154743286
111491.0,7.823664039863273
111499.0,7.721888735257774
111514.0,6.130342978232683
111534.0,7.043889739421949
111552.0,5.437523468155357
111553.0,5.59496986098876
111597.0,6.35321306986103
111615.0,5.45530467922067
111622.0,7.441308790322624
111658.0,5.476319111866515
111660.0,6.110884250658472
111667.0,5.3861659994488775
111681.0,5.809364623159105
111715.0,5.395156297322954
111716.0,5.42074259875015
111725.0,5.613787513568909
111727.0,6.36225824488641
111743.0,5.32509536376877
111753.0,5.610328737566877
111770.0,7.176978736026931
111775.0,6.768415099565042
111791.0,5.144375280540751
111792.0,5.170797672495571
111793.0,5.7831716279991445
111799.0,6.0076478198349
111804.0,5.34315506100042
111834.0,10.491604519273533
111839.0,5.020314039191857
111858.0,8.489822827679355
111879.0,6.006656274480419
111882.0,5.356063862877765
111883.0,5.330712794006807
111910.0,5.350818222999116
111924.0,5.49744924797378
111937.0,5.355059594396429
111979.0,6.011761608245165
111980.0,6.605005816064375
112016.0,7.081952160231706
112017.0,7.069907334818846
112034.0,7.377510149753022
112072.0,5.05762501270979
112119.0,6.178080418255317
112122.0,5.476312457234381
112125.0,5.614586869363451
112135.0,5.507352039923221
112148.0,6.045000708766229
112167.0,5.552031786216464
112177.0,5.23848154912707
112188.0,6.581806029326331
112196.0,7.12894288382298
112229.0,5.770455794812218
112245.0,6.092507254572622
112254.0,6.287460167871761
112259.0,5.527763390740771
112263.0,9.132749682731829
112282.0,5.111667715401039
112311.0,5.33469625647905
112314.0,6.537659459503642
112345.0,7.380657239714014
112359.0,9.83966461733674
112404.0,6.432877548678069
112420.0,5.942426203495061
112438.0,9.874162989634803
112444.0,5.427675196452481
112479.0,5.470807391733977
112512.0,5.331025468443184
112518.0,5.127160504654326
112527.0,6.416508114255035
112536.0,6.17147151252525
112538.0,6.572452042664814
112574.0,7.20508686003043
112586.0,8.290525072207862
112592.0,5.564728266269866
112623.0,5.353922993652854
112627.0,5.82435338975005
112628.0,5.469934507566275
112665.0,5.318252904634249
112674.0,5.9642562633025955
112678.0,5.381976602369722
112698.0,6.260423466513604
112700.0,6.346829273543611
112726.0,5.550664001744311
112764.0,5.118218657144003
112769.0,5.349309983113021
112814.0,5.711549079703972
112819.0,6.153014144477727
112824.0,6.371206096010873
112826.0,7.005519523696193
112835.0,5.2446228862395285
112841.0,5.348830955540372
112843.0,5.7119113405125645
112846.0,5.511415098131236
112873.0,6.6075065217050355
112918.0,6.875094310150185
112964.0,5.516573828084068
112965.0,5.537672153086434
112988.0,7.141012579770336
112997.0,5.716827522104659
113072.0,5.932466282265887
113102.0,5.48756419835249
113118.0,5.246468395493483
113142.0,6.097643480639721
113149.0,6.318856880108166
113166.0,5.890405694102294
113168.0,7.623021761536056
113196.0,5.547632027231623
113267.0,6.086694916643559
113271.0,5.663841084762803
113279.0,5.449084519596965
113284.0,8.642342441936135
113289.0,6.222460217442465
113303.0,5.193483077674705
113305.0,5.563160535357113
113317.0,5.706996446445842
113322.0,5.555313156940891
113373.0,5.968764078143813
113394.0,5.2583956856293605
113402.0,5.4992314896280226
113417.0,5.995883991188999
113418.0,5.716097766166604
113420.0,6.10154347528499
113436.0,8.180411323778333
113444.0,5.384949948325109
113452.0,5.269935974205902
113457.0,5.329100210454708
113470.0,6.7324298555145
113475.0,5.232915444072045
113477.0,6.668698756118903
113483.0,5.971893194936034
113509.0,5.390611887782032
113510.0,5.9983302500035105
113512.0,6.227972745702853
113516.0,5.371522535710218
113518.0,5.67731947543556
113539.0,5.489401656774298
113553.0,6.998646873824708
113556.0,6.2142499360602
113566.0,5.940164553241491
113567.0,5.251945209287456
113608.0,7.383580117631893
113609.0,6.192821490003081
113617.0,6.4168164596576975
113622.0,6.010444071234343
113641.0,5.485013347863552
113655.0,5.837511977619663
113672.0,5.867064176692679
113692.0,7.061555771756183
113746.0,5.349142756303743
113761.0,5.501567984754127
113766.0,7.939806269177319
113779.0,6.697209852451551
113813.0,5.273990691244144
113823.0,5.70668565493966
113828.0,5.39659340294159
113845.0,5.534753269874019
113857.0,5.23698520592361
113858.0,7.710244465877954
113903.0,5.80552295296926
113913.0,5.536158972294625
113940.0,5.028110788639144
113944.0,7.974445270993486
113951.0,5.370661650761041
113965.0,5.265370747822186
113971.0,6.010929809258296
113975.0,5.297743065598289
113987.0,5.443908580026561
113992.0,5.5111555893834785
113999.0,6.0101247677832585
114000.0,5.902111844080352
114026.0,5.086955524185888
114029.0,5.853360380642773
114046.0,5.901247696441374
114059.0,6.1648274711673805
114080.0,4.943141287249422
114117.0,7.224674183937365
114173.0,5.319542963143264
114190.0,5.686465645583033
114191.0,6.935821560071833
114207.0,6.597513685155296
114236.0,8.15024073433559
114240.0,7.985023819985351
114256.0,6.732126401541025
114271.0,5.1725197580363425
114289.0,5.323031028447324
114294.0,5.509577851839119
114305.0,5.311977633301915
114319.0,6.523584757619303
114329.0,5.231852051887929
114337.0,5.37533977491738
114354.0,5.361964209522889
114433.0,7.375213968472785
114435.0,6.542508436950187
114457.0,5.281206317147506
114462.0,5.183966126143869
114464.0,5.6618326509827135
114502.0,5.59467294777028
114517.0,5.902903523317343
114550.0,5.609222854415644
114570.0,5.482249054378674
114586.0,5.5038513083378895
114587.0,5.738488454827837
114588.0,5.91621387806632
114600.0,5.460299919189503
114602.0,5.5818506071281595
114620.0,5.047390073725793
114642.0,8.0212061762398
114650.0,5.454924504417257
114654.0,5.781328124072417
114658.0,6.972107684380176
114682.0,5.162724184246988
114688.0,5.266770492939729
114695.0,5.700160429981636
114696.0,5.301808582546205
114741.0,5.273752993494083
114772.0,5.5476010933212985
114815.0,5.725688896380457
114863.0,5.263582318207094
114893.0,6.268163506448315
114896.0,5.721718616691447
114898.0,5.438059784086099
114957.0,6.928085065791374
114965.0,5.188108395386507
114966.0,5.2773612206889196
114993.0,5.88159058499902
115031.0,5.905175747987164
115033.0,5.0751965369001715
115042.0,5.269538845728739
115051.0,5.1826513473765745
115073.0,5.274578744873377
115091.0,5.745068123981865
115094.0,6.082367490352897
115102.0,6.010434033492584
115106.0,6.400404716400733
115109.0,6.178053085628213
115114.0,6.691622408093061
115126.0,5.447396651807261
115132.0,5.334962269905157
115143.0,5.546532166196292
115163.0,7.245843741741859
115191.0,5.637082904779896
115235.0,5.638607113751902
115247.0,7.033748575019097
115255.0,5.376663440106391
115272.0,5.928237956805145
115275.0,5.387195315335589
115299.0,6.146115976003619
115304.0,5.448503057504525
115314.0,5.844005888072983
115330.0,6.042891823879566
115339.0,5.502738110831315
115357.0,5.33660307600809
115368.0,6.406829235114855
115384.0,5.710832089027798
115385.0,5.658996308635869
115389.0,6.227356004653186
115390.0,5.220421905655614
115399.0,5.627207228793653
115402.0,7.3231874196356275
115426.0,5.229427465405706
115430.0,8.848225065297985
115449.0,5.560191075632942
115450.0,8.927309199860321
115490.0,5.10635726039192
115506.0,5.450147716700154
115515.0,5.492313698068881
115525.0,7.0819309076312615
115526.0,5.695715197458893
115535.0,6.304950742414317
115541.0,7.700248061308016
115545.0,5.5826581253122205
115560.0,5.566455597910536
115571.0,5.267096823571463
115587.0,4.950559937149756
115597.0,5.675363706142112
115617.0,5.376115528054564
115659.0,5.847703430933176
115662.0,6.260362660845351
115675.0,5.318896256097746
115716.0,5.564435497062004
115718.0,5.598908360265314
115736.0,6.459119617579335
115753.0,6.511746278824626
115766.0,5.8970604554489485
115777.0,5.4178167989849495
115787.0,5.254034335217592
115815.0,5.6093386027918655
115818.0,7.1408369035936
115824.0,6.906852756093986
115838.0,5.44465807928488
115840.0,6.709287800447626
115845.0,5.217395027193096
115854.0,5.345993218924492
115858.0,11.104183996840515
115869.0,6.880387700806391
115870.0,6.55527851676645
115883.0,5.916800132782733
115886.0,5.578205708708177
